dataset_path,train_years,test_year,n_train,n_test,model,feature_set,n_features,summary_path,bar_path,csv_path
C:\Users\jcjoa\OneDrive\Formacion\Master Utamed\TFM\Codigo\TFM_UTAMED\data\processed\panel_dataset_v1.csv,2010-2023,2024,3220,220,XGBoost,Market + Macro,10,C:\Users\jcjoa\OneDrive\Formacion\Master Utamed\TFM\Codigo\TFM_UTAMED\results\shap\shap_summary_xgb_macro.png,C:\Users\jcjoa\OneDrive\Formacion\Master Utamed\TFM\Codigo\TFM_UTAMED\results\shap\shap_importance_xgb_macro.png,C:\Users\jcjoa\OneDrive\Formacion\Master Utamed\TFM\Codigo\TFM_UTAMED\results\shap\shap_importance_xgb_macro.csv
